time,label,name,painter,pigment,tag,attribute,img_src
拉菲爾前派,Millais025,王室衛士 The Yeoman of the Guard,米雷 John Everett Millais,油彩．畫布 Oil on Canvas,#王室衛士#The#Yeoman#the#Guard#Millais025,男子,https://www.ss.net.tw/images/product_images/popup_images/Millais025.webp
表現主義,Modigliani048,年輕的學徒 The Young Apprentice,蒙地利亞尼 Amedeo Modigliani,油彩．畫布 Oil on Canvas,#年輕的學徒#The#Young#Apprentice#Modigliani048,男子,https://www.ss.net.tw/images/product_images/popup_images/Modigliani048.webp
巴洛克藝術,Rubens038,自畫像 Self Portrait,魯本斯 Peter Paul Rubens,油彩．畫布 Oil on Canvas,#自畫像#Self#Portrait#Rubens038,男子,https://www.ss.net.tw/images/product_images/popup_images/Rubens038.webp
巴洛克藝術,Rubens097,克西米利安一世 Kaiser Maximilian I,魯本斯 Peter Paul Rubens,油彩．畫布 Oil on Canvas,#克西米利安一世#Kaiser#Maximilian#Rubens097,男子,https://www.ss.net.tw/images/product_images/popup_images/Rubens097.webp
後期印象主義,ToulouseL046,安德魯斯肖像 Portrait of André Rivoire,羅德列克 Henri de Toulouse Lautrec,油彩．畫布 Oil on Canvas,#安德魯斯肖像#Portrait#André#Rivoire#ToulouseL046,男子,https://www.ss.net.tw/images/product_images/popup_images/ToulouseL046.webp
後期印象主義,Cezanne091,粉紅色背景的自畫像 Selbstportrat vor rosa Hintergrund,塞尚 Paul Cezanne,油彩．畫布 Oil on Canvas,#粉紅色背景的自畫像#Selbstportrat#vor#rosa#Hintergrund#Cezanne091,男子,https://www.ss.net.tw/images/product_images/popup_images/Cezanne091.webp
後期印象主義,Cezanne117,坐著的男人 Seated Man,塞尚 Paul Cezanne,油彩．畫布 Oil on Canvas,#坐著的男人#Seated#Man#Cezanne117,男子,https://www.ss.net.tw/images/product_images/popup_images/Cezanne117.webp
洛可可藝術,Gainsborough062,弗朗西斯．巴塞特肖像 Portrait of Francis Basset. Lord de Dunstanville,根茲巴羅 Thomas Gainsborough,油彩．畫布 Oil on Canvas,#弗朗西斯．巴塞特肖像#Portrait#Francis#Basset.#Lord#Dunstanville#Gainsborough062,男子,https://www.ss.net.tw/images/product_images/popup_images/Gainsborough062.webp
巴洛克藝術,Rubens114,法王路易士八世 Portrait of Louis XIII. King of France,魯本斯 Peter Paul Rubens,油彩．畫布 Oil on Canvas,#法王路易士八世#Portrait#Louis#XIII.#King#France#Rubens114,男子,https://www.ss.net.tw/images/product_images/popup_images/Rubens114.webp
巴洛克藝術,Hals048,紳士畫像 Portrait of a Gentleman,哈爾斯 Frans Hals,油彩．畫布 Oil on Canvas,#紳士畫像#Portrait#Gentleman#Hals048,男子,https://www.ss.net.tw/images/product_images/popup_images/Hals048.webp
巴洛克藝術,Rembrandt070,一個男人肖像 Portrait of a Man. probably a Member of the Van Beresteyn,林布蘭特 Rembrandt HarMenszoon van Rijn,油彩．畫布 Oil on Canvas,#一個男人肖像#Portrait#Man.#probably#Member#the#Van#Beresteyn#Rembrandt070,男子,https://www.ss.net.tw/images/product_images/popup_images/Rembrandt070.webp
巴洛克藝術,Hals040,男孩頭部與右手的研習 A Tronie Study Of The Head And Right Hand Of A Boy,哈爾斯 Frans Hals,油彩．橡木板 Oil on oak panel,#男孩頭部與右手的研習#Tronie#Study#The#Head#And#Right#Hand#Boy#Hals040,男子,https://www.ss.net.tw/images/product_images/popup_images/Hals040.webp
浪漫主義,Goya008,安得烈閣下 Don Andres del Peral,戈耶 Francisco de Goya,油彩．白楊木 Oil on poplar,#安得烈閣下#Don#Andres#del#Peral#Goya008,男子,https://www.ss.net.tw/images/product_images/popup_images/Goya008.webp
浪漫主義,Goya037,塞巴斯蒂安．馬丁內斯．y 佩雷斯 Sebastian Martinez y Perez,戈耶 Francisco de Goya,油彩．畫布 Oil on Canvas,#塞巴斯蒂安．馬丁內斯．y#佩雷斯#Sebastian#Martinez#Perez#Goya037,男子,https://www.ss.net.tw/images/product_images/popup_images/Goya037.webp
巴洛克藝術,Hals010,戴寬邊帽的紳士肖像 Portrait Of A Gentleman. Half-Length In Black With Lace Collar And Cuffs. And Wearing A Broad-Brimmed Black Hat,哈爾斯 Frans Hals,油彩．畫布 Oil on Canvas,#戴寬邊帽的紳士肖像#Portrait#Gentleman.#Half#Length#Black#With#Lace#Collar#And#Cuffs.#Wearing#Broad#Brimmed#Hat#Hals010,男子,https://www.ss.net.tw/images/product_images/popup_images/Hals010.webp
寫實主義,Eakins035,約翰肖像 Portrait of John B. Gest,埃金斯 Thomas Eakins,油彩．畫布 Oil on Canvas,#約翰肖像#Portrait#John#Gest#Eakins035,男子,https://www.ss.net.tw/images/product_images/popup_images/Eakins035.webp
印象主義,Manet060,拾破爛者 Ragpicker,馬奈 Edouard Manet,油彩．畫布 Oil on Canvas,#拾破爛者#Ragpicker#Manet060,男子,https://www.ss.net.tw/images/product_images/popup_images/Manet060.webp
印象主義,Degas149,倆男子 Two Men,竇加 Edgar Degas,油彩．木板 Oil on wood,#倆男子#Two#Men#Degas149,男子,https://www.ss.net.tw/images/product_images/popup_images/Degas149.webp
後期印象主義,Cezanne087,沐浴者 The Bather,塞尚 Paul Cezanne,油彩．畫布 Oil on Canvas,#沐浴者#The#Bather#Cezanne087,男子,https://www.ss.net.tw/images/product_images/popup_images/Cezanne087.webp
印象主義,Manet097,喬治．克萊蒙梭肖像 Portrait of Georges Clemenceau,馬奈 Edouard Manet,油彩．畫布 Oil on Canvas,#喬治．克萊蒙梭肖像#Portrait#Georges#Clemenceau#Manet097,男子,https://www.ss.net.tw/images/product_images/popup_images/Manet097.webp
巴洛克藝術,Rubens126,自畫像 Self portrait,魯本斯 Peter Paul Rubens,油彩．畫板 Oil on panel,#自畫像#Self#portrait#Rubens126,男子,https://www.ss.net.tw/images/product_images/popup_images/Rubens126.webp
巴洛克藝術,Dyck095,伊曼紐爾肖像 Portrait of Emmanuel Philibert,戴克 Anthony van Dyck,油彩．畫布 Oil on Canvas,#伊曼紐爾肖像#Portrait#Emmanuel#Philibert#Dyck095,男子,https://www.ss.net.tw/images/product_images/popup_images/Dyck095.webp
巴洛克藝術,Dyck003,法蘭西席得斯 Frans Snyders,戴克 Anthony van Dyck,油彩．畫布 Oil on Canvas,#法蘭西席得斯#Frans#Snyders#Dyck003,男子,https://www.ss.net.tw/images/product_images/popup_images/Dyck003.webp
巴洛克藝術,Hals043,阿迪恩汎奧斯塔德 Adriaen van Ostade,哈爾斯 Frans Hals,油彩．畫布 Oil on Canvas,#阿迪恩汎奧斯塔德#Adriaen#van#Ostade#Hals043,男子,https://www.ss.net.tw/images/product_images/popup_images/Hals043.webp
後期印象主義,Cezanne128,坐著的農夫 Seated Peasant,塞尚 Paul Cezanne,油彩．畫布 Oil on Canvas,#坐著的農夫#Seated#Peasant#Cezanne128,男子,https://www.ss.net.tw/images/product_images/popup_images/Cezanne128.webp
巴洛克藝術,Hals003,威廉柯梅司肖像 Willem Coymans,哈爾斯 Frans Hals,油彩．畫布 Oil on Canvas,#威廉柯梅司肖像#Willem#Coymans#Hals003,男子,https://www.ss.net.tw/images/product_images/popup_images/Hals003.webp
文藝復興初期,Mantegna025,男子畫像 Portrait of a Man,曼迪那 Andrea Mantegna,蛋彩．紙 tempera on paper,#男子畫像#Portrait#Man#Mantegna025,男子,https://www.ss.net.tw/images/product_images/popup_images/Mantegna025.webp
後期印象主義,Cezanne058,自畫像 Self Portrait,塞尚 Paul Cezanne,油彩．畫布 Oil on Canvas,#自畫像#Self#Portrait#Cezanne058,男子,https://www.ss.net.tw/images/product_images/popup_images/Cezanne058.webp
後期印象主義,Cezanne119,抱著雙臂男子 Man with Crossed Arms,塞尚 Paul Cezanne,油彩．畫布 Oil on Canvas,#抱著雙臂男子#Man#with#Crossed#Arms#Cezanne119,男子,https://www.ss.net.tw/images/product_images/popup_images/Cezanne119.webp
巴洛克藝術,Rubens182,托馬斯．霍華德.阿倫德爾21世伯爵肖像 Portrait of Thomas Howard. 21st Earl of Arundel,魯本斯 Peter Paul Rubens,油彩．畫布 Oil on Canvas,#托馬斯．霍華德.阿倫德爾21世伯爵肖像#Portrait#Thomas#Howard.#21st#Earl#Arundel#Rubens182,男子,https://www.ss.net.tw/images/product_images/popup_images/Rubens182.webp
後期印象主義,ToulouseL070,腓德烈．溫斯 Frederick Wenz,羅德列克 Henri de Toulouse Lautrec,油彩．畫布 Oil on Canvas,#腓德烈．溫斯#Frederick#Wenz#ToulouseL070,男子,https://www.ss.net.tw/images/product_images/popup_images/ToulouseL070.webp
洛可可藝術,Gainsborough011,音樂家薩繆爾．林利肖像 Samuel Linley,根茲巴羅 Thomas Gainsborough,油彩．畫布 Oil on Canvas,#音樂家薩繆爾．林利肖像#Samuel#Linley#Gainsborough011,男子,https://www.ss.net.tw/images/product_images/popup_images/Gainsborough011.webp
印象主義,Whistler023,喬治 W. 范德比爾特畫像 Portrait of George W. Vanderbilt,惠斯特 James Abbott McNeill Whistler,油彩．畫布 Oil on Canvas,#范德比爾特畫像#Portrait#George#Vanderbilt#Whistler023,男子,https://www.ss.net.tw/images/product_images/popup_images/Whistler023.webp
後期印象主義,Gauguin100,自畫像 Portrait de l ’artiste au chapeau,高更 Paul Gauguin,油彩．畫布 Oil on Canvas,#自畫像#Portrait#’artiste#chapeau#Gauguin100,男子,https://www.ss.net.tw/images/product_images/popup_images/Gauguin100.webp
巴洛克藝術,Rubens183,魯本斯與他的兒子阿爾伯特 Portrait of Peter Paul Rubens with his son Albert,魯本斯 Peter Paul Rubens,油彩．畫布 Oil on Canvas,#魯本斯與他的兒子阿爾伯特#Portrait#Peter#Paul#Rubens#with#his#son#Albert#Rubens183,男子,https://www.ss.net.tw/images/product_images/popup_images/Rubens183.webp
印象主義,Manet022,安東尼奧．普魯斯特肖像 Portrait of Antonio Proust,馬奈 Edouard Manet,油彩．畫布 Oil on Canvas,#安東尼奧．普魯斯特肖像#Portrait#Antonio#Proust#Manet022,男子,https://www.ss.net.tw/images/product_images/popup_images/Manet022.webp
矯飾主義,Tintoretto014,溫森左．摩羅西尼 Vincenzo Morosini,丁托列多 Tintoretto,油彩．畫布 Oil on Canvas,#溫森左．摩羅西尼#Vincenzo#Morosini#Tintoretto014,男子,https://www.ss.net.tw/images/product_images/popup_images/Tintoretto014.webp
印象主義,Manet072,M.安東尼普魯斯特肖像 Portrait Of M. Antonin Proust,馬奈 Edouard Manet,油彩．畫布 Oil on Canvas,#M.安東尼普魯斯特肖像#Portrait#Antonin#Proust#Manet072,男子,https://www.ss.net.tw/images/product_images/popup_images/Manet072.webp
洛可可藝術,Gainsborough056,約翰．克利斯蒂安巴赫 Johann Christian Bach,根茲巴羅 Thomas Gainsborough,油彩．畫布 Oil on Canvas,#約翰．克利斯蒂安巴赫#Johann#Christian#Bach#Gainsborough056,男子,https://www.ss.net.tw/images/product_images/popup_images/Gainsborough056.webp
表現主義,Modigliani058,紅色男孩 Giovane ragazzo rosso,蒙地利亞尼 Amedeo Modigliani,油彩．畫布 Oil on Canvas,#紅色男孩#Giovane#ragazzo#rosso#Modigliani058,男子,https://www.ss.net.tw/images/product_images/popup_images/Modigliani058.webp
寫實主義,Courbet034,阿方斯．普羅梅特 Alphonse Promayet,高爾培 Gustave Courbet,油彩．畫布 Oil on Canvas,#阿方斯．普羅梅特#Alphonse#Promayet#Courbet034,男子,https://www.ss.net.tw/images/product_images/popup_images/Courbet034.webp
洛可可藝術,Gainsborough015,菲力浦．雅克．鲁斯伯格 Philippe Jacques de Loutherbourg,根茲巴羅 Thomas Gainsborough,油彩．畫布 Oil on Canvas,#菲力浦．雅克．鲁斯伯格#Philippe#Jacques#Loutherbourg#Gainsborough015,男子,https://www.ss.net.tw/images/product_images/popup_images/Gainsborough015.webp
矯飾主義,Greco029,男子畫像 Portrait of a Man,葛雷柯 El Greco,油彩．畫布 Oil on Canvas,#男子畫像#Portrait#Man#Greco029,男子,https://www.ss.net.tw/images/product_images/popup_images/Greco029.webp
洛可可藝術,Gainsborough003,理查．保羅瑞爾肖像 Portrait of Richard Paul Jodrell,根茲巴羅 Thomas Gainsborough,油彩．畫布 Oil on Canvas,#理查．保羅瑞爾肖像#Portrait#Richard#Paul#Jodrell#Gainsborough003,男子,https://www.ss.net.tw/images/product_images/popup_images/Gainsborough003.webp
矯飾主義,Tintoretto033,亞歷山德羅．格瑞提法官肖像 Portrait of the Procurator Alessandro Gritti,丁托列多 Tintoretto,油彩．畫布 Oil on Canvas,#亞歷山德羅．格瑞提法官肖像#Portrait#the#Procurator#Alessandro#Gritti#Tintoretto033,男子,https://www.ss.net.tw/images/product_images/popup_images/Tintoretto033.webp
巴洛克藝術,Murillo001,唐迭戈．菲力克斯肖像 Portrait of Don Diego Felix de Esquivel y Aldama,牟里羅 Bartolome Esteban Murillo,油彩．畫布 Oil on Canvas,#唐迭戈．菲力克斯肖像#Portrait#Don#Diego#Felix#Esquivel#Aldama#Murillo001,男子,https://www.ss.net.tw/images/product_images/popup_images/Murillo001.webp
巴洛克藝術,Murillo032,唐安德拉德 Don Andres de Andrade y la Cal,牟里羅 Bartolome Esteban Murillo,油彩．畫布 Oil on Canvas,#唐安德拉德#Don#Andres#Andrade#Cal#Murillo032,男子,https://www.ss.net.tw/images/product_images/popup_images/Murillo032.webp
印象主義,Manet084,拿主服的年輕男子 Young Man in the Costume of a Majo,馬奈 Edouard Manet,油彩．畫布 Oil on Canvas,#拿主服的年輕男子#Young#Man#the#Costume#Majo#Manet084,男子,https://www.ss.net.tw/images/product_images/popup_images/Manet084.webp
巴洛克藝術,Rubens116,加斯帕爾肖像 portrait of jan gaspar gevartius,魯本斯 Peter Paul Rubens,油彩．畫板 Oil on panel,#加斯帕爾肖像#portrait#jan#gaspar#gevartius#Rubens116,男子,https://www.ss.net.tw/images/product_images/popup_images/Rubens116.webp
巴洛克藝術,Rubens152,尤斯圖斯．利普修斯肖像 Portrait of Justus Lipsius,魯本斯 Peter Paul Rubens,油彩．畫板 Oil on panel,#尤斯圖斯．利普修斯肖像#Portrait#Justus#Lipsius#Rubens152,男子,https://www.ss.net.tw/images/product_images/popup_images/Rubens152.webp
後期印象主義,Cezanne155,藝術家父親 The Artist ’s Father,塞尚 Paul Cezanne,油彩．畫布 Oil on Canvas,#藝術家父親#The#Artist#Father#Cezanne155,男子,https://www.ss.net.tw/images/product_images/popup_images/Cezanne155.webp
後期印象主義,Cezanne061,畫家的父親 The Painter ’s Father. Louis-Auguste Cezanne,塞尚 Paul Cezanne,油彩．畫布 Oil on paper laid down on canvas,#畫家的父親#The#Painter#Father.#Louis#Auguste#Cezanne#Cezanne061,男子,https://www.ss.net.tw/images/product_images/popup_images/Cezanne061.webp
後期印象主義,Cezanne129,戴草帽的居斯塔博耶 Gustave Boyer in a Straw Hat,塞尚 Paul Cezanne,油彩．畫布 Oil on Canvas,#戴草帽的居斯塔博耶#Gustave#Boyer#Straw#Hat#Cezanne129,男子,https://www.ss.net.tw/images/product_images/popup_images/Cezanne129.webp
印象主義,Degas081,自畫像 Self-Portrait,竇加 Edgar Degas,油彩．畫布 Oil on paper laid down on canvas,#自畫像#Self#Portrait#Degas081,男子,https://www.ss.net.tw/images/product_images/popup_images/Degas081.webp
巴洛克藝術,Dyck031,湯瑪斯．渥頓爵士 Portrait of Sir Thomas Wharton,戴克 Anthony van Dyck,油彩．畫布 Oil on Canvas,#湯瑪斯．渥頓爵士#Portrait#Sir#Thomas#Wharton#Dyck031,男子,https://www.ss.net.tw/images/product_images/popup_images/Dyck031.webp
巴洛克藝術,Rubens181,阿爾伯特七世肖像.奧地利大公 Portrait of Albert VII. Archduke of Austria,魯本斯 Peter Paul Rubens,油彩．畫布 Oil on Canvas,#阿爾伯特七世肖像.奧地利大公#Portrait#Albert#VII.#Archduke#Austria#Rubens181,男子,https://www.ss.net.tw/images/product_images/popup_images/Rubens181.webp
後期印象主義,Cezanne048,園丁瓦利耶 The Gardener Vallier,塞尚 Paul Cezanne,油彩．畫布 Oil on Canvas,#園丁瓦利耶#The#Gardener#Vallier#Cezanne048,男子,https://www.ss.net.tw/images/product_images/popup_images/Cezanne048.webp
洛可可藝術,Greuze031,男子畫像 Portrait of a Man,格樂茲 Jean Baptiste Greuze,油彩．畫布 Oil on Canvas,#男子畫像#Portrait#Man#Greuze031,男子,https://www.ss.net.tw/images/product_images/popup_images/Greuze031.webp
巴洛克藝術,Dyck024,蒙喬伊．布朗特伯爵肖像 Mountjoy Blount. Earl of Newport,戴克 Anthony van Dyck,油彩．畫布 Oil on Canvas,#蒙喬伊．布朗特伯爵肖像#Mountjoy#Blount.#Earl#Newport#Dyck024,男子,https://www.ss.net.tw/images/product_images/popup_images/Dyck024.webp
後期印象主義,Cezanne029,安東尼畫像 Antony Valabregue,塞尚 Paul Cezanne,油彩．畫布 Oil on Canvas,#安東尼畫像#Antony#Valabregue#Cezanne029,男子,https://www.ss.net.tw/images/product_images/popup_images/Cezanne029.webp
巴洛克藝術,Dyck074,有白鬍鬚的老者 Study Head of an Old Man with a White Beard,戴克 Anthony van Dyck,油彩．畫布 Oil on Canvas,#有白鬍鬚的老者#Study#Head#Old#Man#with#White#Beard#Dyck074,男子,https://www.ss.net.tw/images/product_images/popup_images/Dyck074.webp
後期印象主義,Gauguin153,吉他手 The Guitar Player,高更 Paul Gauguin,油彩．畫布 Oil on Canvas,#吉他手#The#Guitar#Player#Gauguin153,男子,https://www.ss.net.tw/images/product_images/popup_images/Gauguin153.webp
浪漫主義,Goya004,男子肖像 Portrait of Don Ramon Satue,戈耶 Francisco de Goya,油彩．畫布 Oil on Canvas,#男子肖像#Portrait#Don#Ramon#Satue#Goya004,男子,https://www.ss.net.tw/images/product_images/popup_images/Goya004.webp
印象主義,Manet092,讓 - 巴蒂斯特．佛瑞肖像 Jean-Baptiste Faure,馬奈 Edouard Manet,油彩．畫布 Oil on Canvas,#巴蒂斯特．佛瑞肖像#Jean#Baptiste#Faure#Manet092,男子,https://www.ss.net.tw/images/product_images/popup_images/Manet092.webp
矯飾主義,Tintoretto045,紳士肖像 Portrait of a Gentleman,丁托列多 Tintoretto,油彩．畫布．木板 Oil on canvas board,#紳士肖像#Portrait#Gentleman#Tintoretto045,男子,https://www.ss.net.tw/images/product_images/popup_images/Tintoretto045.webp
巴洛克藝術,Dyck010,查理三面像 Charles I. King of England. from Three Angles,戴克 Anthony van Dyck,油彩．畫布 Oil on Canvas,#查理三面像#Charles#King#England.#from#Three#Angles#Dyck010,男子,https://www.ss.net.tw/images/product_images/popup_images/Dyck010.webp
那比派,Vuillard038,希歐多爾．杜瑞特 Theodore Duret,威雅爾 Edouard Vuillard,油彩．木板 Oil on wood,#希歐多爾．杜瑞特#Theodore#Duret#Vuillard038,男子,https://www.ss.net.tw/images/product_images/popup_images/Vuillard038.webp
